age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
56.00,1,1.00,3.00,2.00,1.00,2.00,1.00,7.00,4.00,132.00,1.00,999.00,0.00,1.00,2.00
34.00,1,1.00,1.00,2.00,1.00,2.00,1.00,4.00,5.00,210.00,1.00,999.00,0.00,1.00,2.00
53.00,5,1.00,3.00,2.00,2.00,2.00,1.00,11.00,3.00,164.00,2.00,999.00,0.00,1.00,2.00
45.00,8,1.00,4.00,2.00,1.00,2.00,2.00,5.00,2.00,869.00,2.00,999.00,0.00,1.00,2.00
35.00,8,1.00,5.00,3.00,1.00,2.00,2.00,5.00,4.00,156.00,1.00,999.00,0.00,1.00,2.00
47.00,1,1.00,5.00,3.00,1.00,2.00,2.00,5.00,3.00,131.00,1.00,999.00,0.00,1.00,2.00
41.00,5,3.00,2.00,2.00,2.00,2.00,1.00,11.00,5.00,157.00,4.00,999.00,0.00,1.00,2.00
27.00,2,1.00,1.00,2.00,1.00,2.00,2.00,6.00,2.00,243.00,3.00,999.00,0.00,1.00,2.00
44.00,8,1.00,4.00,3.00,1.00,2.00,2.00,5.00,4.00,188.00,1.00,999.00,0.00,1.00,2.00
34.00,2,2.00,2.00,2.00,2.00,2.00,1.00,8.00,5.00,114.00,1.00,999.00,0.00,1.00,2.00
20.00,8,2.00,4.00,2.00,2.00,2.00,2.00,7.00,2.00,97.00,15.00,999.00,0.00,1.00,2.00
32.00,2,2.00,4.00,2.00,2.00,2.00,2.00,5.00,3.00,103.00,2.00,999.00,0.00,1.00,2.00
39.00,10,2.00,5.00,2.00,2.00,2.00,1.00,5.00,2.00,251.00,1.00,999.00,0.00,1.00,2.00
45.00,10,1.00,5.00,3.00,2.00,2.00,1.00,8.00,3.00,68.00,1.00,999.00,0.00,1.00,2.00
33.00,3,1.00,1.00,2.00,2.00,2.00,1.00,5.00,3.00,349.00,2.00,999.00,1.00,2.00,2.00
36.00,5,1.00,2.00,2.00,1.00,2.00,2.00,5.00,5.00,170.00,4.00,999.00,0.00,1.00,2.00
31.00,4,1.00,5.00,2.00,1.00,2.00,2.00,6.00,3.00,36.00,1.00,999.00,0.00,1.00,2.00
34.00,1,1.00,7.00,3.00,1.00,2.00,1.00,7.00,2.00,66.00,4.00,999.00,0.00,1.00,2.00
32.00,10,1.00,5.00,2.00,1.00,2.00,1.00,8.00,3.00,641.00,1.00,999.00,0.00,1.00,1.00
30.00,10,2.00,5.00,2.00,1.00,2.00,1.00,8.00,4.00,56.00,5.00,999.00,0.00,1.00,2.00
43.00,8,1.00,4.00,2.00,2.00,2.00,2.00,5.00,1.00,77.00,1.00,999.00,0.00,1.00,2.00
59.00,2,3.00,4.00,2.00,2.00,2.00,1.00,11.00,4.00,357.00,3.00,3.00,2.00,3.00,1.00
30.00,8,2.00,7.00,2.00,1.00,2.00,1.00,5.00,2.00,208.00,6.00,999.00,0.00,1.00,2.00
45.00,2,1.00,2.00,2.00,2.00,2.00,2.00,5.00,4.00,319.00,1.00,999.00,0.00,1.00,2.00
39.00,2,2.00,4.00,2.00,2.00,2.00,1.00,5.00,4.00,387.00,10.00,999.00,0.00,1.00,2.00
53.00,5,1.00,3.00,2.00,1.00,2.00,1.00,11.00,3.00,63.00,1.00,999.00,0.00,1.00,2.00
58.00,11,3.00,1.00,2.00,1.00,2.00,2.00,10.00,3.00,509.00,1.00,999.00,0.00,1.00,1.00
41.00,2,3.00,2.00,3.00,2.00,2.00,1.00,8.00,4.00,60.00,2.00,999.00,0.00,1.00,2.00
35.00,8,1.00,4.00,2.00,1.00,2.00,1.00,8.00,2.00,66.00,1.00,999.00,0.00,1.00,2.00
40.00,5,1.00,2.00,2.00,2.00,2.00,2.00,7.00,5.00,367.00,2.00,3.00,2.00,3.00,1.00
35.00,8,2.00,4.00,2.00,2.00,2.00,1.00,7.00,2.00,89.00,1.00,999.00,0.00,1.00,2.00
49.00,10,1.00,5.00,3.00,1.00,2.00,1.00,8.00,4.00,151.00,3.00,999.00,0.00,1.00,2.00
29.00,8,2.00,4.00,2.00,2.00,2.00,1.00,5.00,4.00,854.00,2.00,999.00,1.00,2.00,1.00
50.00,8,1.00,5.00,3.00,2.00,1.00,2.00,5.00,2.00,111.00,3.00,999.00,0.00,1.00,2.00
37.00,10,1.00,1.00,2.00,2.00,2.00,2.00,5.00,5.00,71.00,3.00,999.00,0.00,1.00,2.00
32.00,1,1.00,7.00,2.00,2.00,2.00,2.00,6.00,5.00,642.00,2.00,999.00,0.00,1.00,1.00
45.00,10,1.00,5.00,2.00,2.00,2.00,1.00,8.00,5.00,17.00,10.00,999.00,0.00,1.00,2.00
33.00,2,1.00,2.00,2.00,2.00,2.00,2.00,6.00,2.00,286.00,2.00,999.00,0.00,1.00,2.00
24.00,8,2.00,4.00,2.00,1.00,2.00,2.00,5.00,5.00,654.00,1.00,999.00,0.00,1.00,1.00
38.00,8,3.00,4.00,3.00,2.00,2.00,1.00,4.00,2.00,311.00,1.00,999.00,1.00,2.00,2.00
48.00,1,1.00,3.00,2.00,1.00,2.00,1.00,5.00,3.00,477.00,2.00,999.00,0.00,1.00,2.00
37.00,7,2.00,1.00,2.00,1.00,2.00,1.00,5.00,5.00,82.00,2.00,999.00,1.00,2.00,2.00
36.00,10,1.00,5.00,3.00,2.00,2.00,2.00,6.00,2.00,78.00,10.00,999.00,0.00,1.00,2.00
38.00,1,1.00,7.00,2.00,2.00,1.00,1.00,5.00,2.00,306.00,2.00,999.00,0.00,1.00,2.00
45.00,10,2.00,5.00,2.00,2.00,2.00,2.00,6.00,1.00,180.00,1.00,999.00,0.00,1.00,2.00
51.00,1,3.00,1.00,2.00,2.00,2.00,2.00,5.00,4.00,119.00,2.00,999.00,0.00,1.00,2.00
35.00,2,2.00,7.00,2.00,1.00,1.00,2.00,6.00,5.00,613.00,1.00,999.00,0.00,1.00,2.00
35.00,10,1.00,5.00,2.00,1.00,2.00,1.00,8.00,5.00,225.00,1.00,999.00,0.00,1.00,1.00
25.00,5,1.00,2.00,2.00,1.00,2.00,2.00,11.00,3.00,268.00,1.00,999.00,0.00,1.00,1.00
52.00,2,1.00,2.00,2.00,2.00,2.00,1.00,8.00,1.00,268.00,1.00,999.00,0.00,1.00,2.00
33.00,10,1.00,4.00,2.00,1.00,1.00,1.00,8.00,3.00,45.00,4.00,999.00,0.00,1.00,2.00
45.00,2,3.00,5.00,2.00,1.00,1.00,2.00,5.00,4.00,44.00,1.00,999.00,1.00,2.00,2.00
24.00,9,2.00,6.00,2.00,1.00,2.00,1.00,9.00,3.00,222.00,1.00,17.00,4.00,2.00,2.00
30.00,10,1.00,2.00,2.00,1.00,2.00,2.00,11.00,4.00,145.00,5.00,999.00,0.00,1.00,2.00
31.00,5,1.00,2.00,2.00,2.00,2.00,1.00,8.00,3.00,347.00,1.00,999.00,0.00,1.00,2.00
43.00,11,1.00,2.00,3.00,2.00,2.00,2.00,6.00,1.00,114.00,1.00,999.00,0.00,1.00,2.00
32.00,3,1.00,1.00,3.00,1.00,2.00,2.00,7.00,2.00,258.00,1.00,999.00,0.00,1.00,2.00
32.00,2,1.00,2.00,2.00,2.00,2.00,2.00,11.00,4.00,132.00,1.00,999.00,0.00,1.00,2.00
40.00,1,1.00,4.00,2.00,2.00,2.00,1.00,4.00,2.00,245.00,8.00,999.00,0.00,1.00,2.00
27.00,2,2.00,2.00,3.00,1.00,1.00,1.00,7.00,2.00,255.00,1.00,999.00,0.00,1.00,2.00
54.00,10,1.00,5.00,2.00,2.00,2.00,1.00,8.00,4.00,478.00,1.00,999.00,0.00,1.00,2.00
58.00,5,1.00,7.00,2.00,2.00,2.00,2.00,6.00,5.00,40.00,4.00,999.00,0.00,1.00,2.00
33.00,10,2.00,2.00,2.00,2.00,1.00,1.00,5.00,3.00,118.00,2.00,999.00,0.00,1.00,2.00
32.00,7,2.00,2.00,2.00,1.00,2.00,1.00,4.00,4.00,441.00,2.00,999.00,0.00,1.00,2.00
58.00,11,2.00,3.00,3.00,2.00,2.00,2.00,6.00,1.00,170.00,6.00,999.00,0.00,1.00,2.00
26.00,2,1.00,4.00,2.00,1.00,1.00,1.00,10.00,1.00,183.00,2.00,999.00,0.00,1.00,2.00
46.00,1,2.00,1.00,2.00,1.00,2.00,1.00,5.00,4.00,364.00,3.00,999.00,0.00,1.00,2.00
58.00,5,1.00,2.00,2.00,2.00,2.00,1.00,5.00,4.00,289.00,1.00,3.00,4.00,3.00,1.00
48.00,8,1.00,4.00,2.00,1.00,2.00,1.00,11.00,2.00,71.00,1.00,999.00,0.00,1.00,2.00
60.00,2,1.00,2.00,2.00,2.00,2.00,1.00,7.00,5.00,316.00,1.00,6.00,2.00,3.00,1.00
31.00,11,1.00,5.00,2.00,1.00,1.00,2.00,5.00,1.00,169.00,4.00,999.00,0.00,1.00,2.00
53.00,1,1.00,3.00,2.00,2.00,2.00,1.00,11.00,1.00,545.00,1.00,999.00,0.00,1.00,2.00
34.00,10,1.00,4.00,2.00,1.00,2.00,1.00,6.00,3.00,190.00,1.00,3.00,4.00,3.00,1.00
39.00,1,1.00,7.00,2.00,2.00,2.00,2.00,5.00,4.00,68.00,7.00,999.00,0.00,1.00,2.00
30.00,8,1.00,4.00,3.00,2.00,1.00,2.00,6.00,5.00,105.00,1.00,999.00,0.00,1.00,2.00
53.00,6,1.00,3.00,3.00,2.00,2.00,1.00,8.00,3.00,49.00,2.00,999.00,0.00,1.00,2.00
47.00,5,3.00,2.00,2.00,1.00,2.00,2.00,5.00,5.00,29.00,3.00,999.00,0.00,1.00,2.00
24.00,9,2.00,3.00,2.00,2.00,2.00,1.00,7.00,5.00,159.00,1.00,999.00,0.00,1.00,2.00
43.00,10,1.00,5.00,2.00,1.00,2.00,1.00,11.00,2.00,166.00,3.00,999.00,1.00,2.00,2.00
29.00,7,1.00,2.00,2.00,1.00,1.00,1.00,11.00,5.00,729.00,1.00,999.00,0.00,1.00,1.00
37.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,1.00,108.00,2.00,999.00,0.00,1.00,2.00
28.00,2,2.00,2.00,2.00,1.00,2.00,2.00,5.00,1.00,267.00,1.00,999.00,0.00,1.00,2.00
50.00,2,1.00,1.00,2.00,2.00,2.00,1.00,8.00,4.00,84.00,1.00,999.00,0.00,1.00,2.00
59.00,6,1.00,6.00,3.00,2.00,2.00,1.00,7.00,3.00,133.00,3.00,999.00,0.00,1.00,2.00
46.00,2,1.00,1.00,3.00,2.00,2.00,1.00,5.00,5.00,175.00,2.00,999.00,1.00,2.00,2.00
27.00,2,2.00,4.00,3.00,1.00,2.00,1.00,7.00,4.00,284.00,1.00,999.00,0.00,1.00,2.00
43.00,5,1.00,6.00,2.00,2.00,2.00,2.00,5.00,5.00,38.00,2.00,999.00,0.00,1.00,2.00
57.00,6,1.00,1.00,3.00,1.00,2.00,1.00,8.00,5.00,189.00,3.00,999.00,0.00,1.00,2.00
28.00,2,2.00,2.00,2.00,1.00,2.00,2.00,5.00,5.00,280.00,1.00,999.00,0.00,1.00,2.00
29.00,1,1.00,4.00,3.00,2.00,2.00,2.00,6.00,4.00,64.00,2.00,999.00,0.00,1.00,2.00
34.00,2,1.00,2.00,2.00,1.00,2.00,1.00,8.00,5.00,71.00,1.00,999.00,0.00,1.00,2.00
31.00,2,2.00,2.00,2.00,1.00,2.00,2.00,10.00,2.00,65.00,1.00,999.00,0.00,1.00,1.00
36.00,2,1.00,2.00,2.00,2.00,2.00,1.00,11.00,5.00,254.00,2.00,999.00,0.00,1.00,2.00
35.00,3,2.00,2.00,2.00,2.00,2.00,1.00,7.00,1.00,180.00,3.00,999.00,0.00,1.00,2.00
40.00,2,2.00,2.00,2.00,1.00,2.00,2.00,6.00,3.00,27.00,2.00,999.00,0.00,1.00,2.00
35.00,2,2.00,2.00,2.00,1.00,2.00,1.00,4.00,3.00,58.00,1.00,999.00,0.00,1.00,2.00
59.00,2,3.00,1.00,2.00,1.00,2.00,1.00,5.00,4.00,8.00,6.00,999.00,1.00,2.00,2.00
33.00,5,1.00,2.00,2.00,2.00,2.00,2.00,5.00,4.00,178.00,2.00,999.00,0.00,1.00,2.00
27.00,8,1.00,1.00,2.00,1.00,2.00,1.00,5.00,1.00,220.00,2.00,999.00,0.00,1.00,2.00
31.00,2,1.00,4.00,2.00,2.00,2.00,1.00,6.00,3.00,161.00,1.00,2.00,1.00,3.00,2.00
29.00,2,2.00,2.00,2.00,1.00,2.00,1.00,5.00,2.00,244.00,1.00,999.00,0.00,1.00,2.00
38.00,2,1.00,4.00,2.00,2.00,2.00,2.00,5.00,2.00,16.00,4.00,999.00,0.00,1.00,2.00
32.00,1,2.00,2.00,2.00,1.00,1.00,1.00,7.00,3.00,66.00,2.00,999.00,0.00,1.00,2.00
41.00,10,2.00,4.00,2.00,1.00,2.00,2.00,8.00,3.00,9.00,13.00,999.00,0.00,1.00,2.00
55.00,3,1.00,5.00,2.00,1.00,2.00,2.00,10.00,1.00,323.00,2.00,999.00,0.00,1.00,2.00
25.00,9,2.00,2.00,2.00,1.00,1.00,1.00,7.00,3.00,77.00,3.00,999.00,0.00,1.00,2.00
48.00,2,3.00,4.00,2.00,1.00,2.00,2.00,5.00,3.00,507.00,1.00,999.00,0.00,1.00,2.00
37.00,1,2.00,4.00,2.00,2.00,2.00,1.00,7.00,2.00,31.00,19.00,999.00,0.00,1.00,2.00
43.00,5,1.00,3.00,2.00,1.00,2.00,2.00,5.00,2.00,224.00,1.00,999.00,0.00,1.00,2.00
39.00,2,1.00,4.00,2.00,1.00,2.00,1.00,5.00,2.00,552.00,1.00,3.00,2.00,3.00,1.00
42.00,10,1.00,2.00,2.00,1.00,2.00,1.00,5.00,1.00,78.00,2.00,999.00,0.00,1.00,2.00
40.00,1,2.00,6.00,3.00,1.00,2.00,2.00,5.00,5.00,48.00,5.00,999.00,0.00,1.00,2.00
34.00,1,1.00,3.00,2.00,1.00,1.00,1.00,7.00,2.00,528.00,2.00,999.00,0.00,1.00,2.00
30.00,2,1.00,4.00,2.00,2.00,2.00,1.00,7.00,1.00,219.00,1.00,999.00,0.00,1.00,2.00
54.00,8,1.00,6.00,2.00,2.00,2.00,2.00,5.00,1.00,400.00,1.00,999.00,0.00,1.00,2.00
56.00,6,1.00,4.00,2.00,2.00,2.00,1.00,5.00,1.00,317.00,1.00,999.00,0.00,1.00,2.00
30.00,1,1.00,3.00,2.00,2.00,2.00,2.00,5.00,3.00,445.00,2.00,999.00,0.00,1.00,2.00
35.00,10,1.00,5.00,2.00,2.00,2.00,2.00,6.00,3.00,417.00,1.00,999.00,0.00,1.00,2.00
42.00,2,1.00,3.00,2.00,2.00,2.00,2.00,6.00,4.00,477.00,7.00,999.00,0.00,1.00,2.00
49.00,8,1.00,4.00,2.00,1.00,2.00,2.00,5.00,5.00,344.00,2.00,999.00,0.00,1.00,2.00
32.00,2,1.00,2.00,2.00,1.00,2.00,1.00,5.00,5.00,374.00,2.00,999.00,0.00,1.00,2.00
36.00,1,1.00,1.00,2.00,2.00,2.00,1.00,7.00,3.00,157.00,1.00,999.00,0.00,1.00,2.00
37.00,1,1.00,1.00,3.00,1.00,1.00,2.00,7.00,5.00,31.00,2.00,999.00,0.00,1.00,2.00
30.00,11,2.00,3.00,3.00,2.00,1.00,1.00,7.00,2.00,489.00,1.00,999.00,0.00,1.00,2.00
27.00,4,2.00,4.00,2.00,2.00,2.00,1.00,7.00,3.00,293.00,2.00,999.00,0.00,1.00,2.00
36.00,1,2.00,1.00,3.00,2.00,2.00,2.00,5.00,1.00,65.00,5.00,999.00,0.00,1.00,2.00
27.00,1,2.00,1.00,2.00,1.00,2.00,1.00,7.00,4.00,818.00,1.00,999.00,0.00,1.00,2.00
36.00,2,1.00,4.00,2.00,1.00,1.00,2.00,6.00,5.00,111.00,4.00,999.00,0.00,1.00,2.00
28.00,5,2.00,6.00,2.00,2.00,2.00,2.00,7.00,4.00,135.00,2.00,999.00,0.00,1.00,2.00
48.00,2,1.00,7.00,2.00,1.00,2.00,2.00,3.00,1.00,382.00,2.00,999.00,0.00,1.00,1.00
59.00,8,1.00,4.00,3.00,1.00,2.00,2.00,6.00,5.00,13.00,7.00,999.00,0.00,1.00,2.00
34.00,2,2.00,2.00,2.00,2.00,2.00,1.00,5.00,5.00,101.00,4.00,999.00,1.00,2.00,2.00
74.00,6,1.00,5.00,2.00,1.00,2.00,1.00,10.00,4.00,96.00,2.00,3.00,1.00,3.00,2.00
33.00,2,2.00,2.00,2.00,1.00,2.00,2.00,6.00,5.00,136.00,1.00,999.00,0.00,1.00,2.00
39.00,11,1.00,4.00,2.00,2.00,2.00,1.00,7.00,1.00,74.00,7.00,999.00,0.00,1.00,2.00
52.00,5,1.00,5.00,2.00,1.00,2.00,1.00,7.00,1.00,491.00,3.00,999.00,0.00,1.00,1.00
31.00,1,2.00,1.00,2.00,1.00,2.00,1.00,7.00,2.00,442.00,1.00,999.00,0.00,1.00,2.00
39.00,10,1.00,5.00,2.00,1.00,2.00,1.00,5.00,4.00,292.00,1.00,999.00,0.00,1.00,2.00
41.00,10,2.00,2.00,3.00,2.00,2.00,2.00,6.00,1.00,47.00,2.00,999.00,0.00,1.00,2.00
56.00,2,1.00,2.00,2.00,2.00,1.00,1.00,7.00,5.00,188.00,9.00,999.00,0.00,1.00,2.00
29.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,5.00,520.00,1.00,999.00,0.00,1.00,1.00
60.00,2,1.00,4.00,2.00,3.00,3.00,1.00,4.00,4.00,208.00,1.00,2.00,1.00,3.00,1.00
49.00,1,3.00,7.00,3.00,2.00,2.00,1.00,7.00,1.00,1065.00,3.00,999.00,0.00,1.00,1.00
34.00,10,1.00,5.00,2.00,1.00,2.00,1.00,11.00,3.00,82.00,1.00,999.00,0.00,1.00,2.00
38.00,1,3.00,6.00,2.00,1.00,2.00,2.00,11.00,2.00,65.00,1.00,999.00,0.00,1.00,2.00
50.00,3,1.00,4.00,2.00,1.00,2.00,1.00,4.00,1.00,257.00,1.00,999.00,0.00,1.00,2.00
45.00,1,1.00,1.00,3.00,2.00,2.00,2.00,5.00,1.00,69.00,3.00,999.00,0.00,1.00,2.00
33.00,8,2.00,7.00,3.00,2.00,2.00,2.00,5.00,4.00,89.00,7.00,999.00,0.00,1.00,2.00
46.00,8,1.00,4.00,3.00,2.00,2.00,1.00,4.00,1.00,270.00,2.00,999.00,1.00,2.00,2.00
34.00,2,4.00,2.00,2.00,2.00,2.00,1.00,5.00,3.00,139.00,2.00,999.00,1.00,2.00,2.00
33.00,2,3.00,4.00,2.00,2.00,2.00,2.00,11.00,3.00,50.00,4.00,999.00,0.00,1.00,2.00
50.00,5,1.00,2.00,2.00,1.00,2.00,2.00,4.00,5.00,198.00,1.00,999.00,0.00,1.00,2.00
28.00,8,1.00,4.00,2.00,2.00,2.00,1.00,7.00,4.00,15.00,14.00,999.00,0.00,1.00,2.00
47.00,2,1.00,2.00,3.00,2.00,2.00,2.00,6.00,4.00,252.00,2.00,999.00,0.00,1.00,2.00
25.00,1,1.00,1.00,2.00,1.00,2.00,2.00,5.00,5.00,348.00,2.00,999.00,0.00,1.00,2.00
36.00,2,1.00,5.00,2.00,2.00,2.00,1.00,5.00,4.00,229.00,2.00,999.00,0.00,1.00,2.00
39.00,8,2.00,4.00,2.00,2.00,2.00,2.00,6.00,5.00,48.00,10.00,999.00,0.00,1.00,2.00
30.00,10,2.00,5.00,2.00,1.00,1.00,1.00,5.00,1.00,144.00,1.00,999.00,0.00,1.00,2.00
34.00,2,1.00,4.00,2.00,1.00,2.00,1.00,5.00,4.00,321.00,4.00,999.00,3.00,2.00,2.00
30.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,1.00,374.00,6.00,999.00,0.00,1.00,2.00
42.00,4,1.00,6.00,3.00,1.00,2.00,2.00,6.00,3.00,311.00,5.00,999.00,0.00,1.00,2.00
42.00,2,3.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,434.00,2.00,999.00,0.00,1.00,2.00
33.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,1.00,566.00,6.00,999.00,0.00,1.00,2.00
44.00,1,3.00,6.00,2.00,1.00,1.00,2.00,5.00,3.00,799.00,1.00,999.00,0.00,1.00,1.00
54.00,1,1.00,1.00,2.00,1.00,2.00,1.00,8.00,2.00,110.00,3.00,999.00,0.00,1.00,2.00
30.00,10,1.00,2.00,3.00,1.00,2.00,2.00,5.00,4.00,399.00,1.00,999.00,0.00,1.00,2.00
33.00,2,1.00,2.00,2.00,1.00,2.00,1.00,11.00,5.00,37.00,2.00,999.00,1.00,2.00,2.00
46.00,2,1.00,5.00,2.00,2.00,2.00,2.00,6.00,1.00,424.00,2.00,999.00,0.00,1.00,2.00
28.00,10,2.00,4.00,2.00,1.00,2.00,1.00,5.00,1.00,134.00,3.00,999.00,1.00,2.00,2.00
27.00,1,2.00,1.00,2.00,1.00,2.00,1.00,7.00,3.00,181.00,1.00,999.00,0.00,1.00,2.00
39.00,2,1.00,5.00,2.00,1.00,2.00,2.00,5.00,5.00,232.00,1.00,999.00,0.00,1.00,2.00
53.00,5,3.00,2.00,2.00,2.00,2.00,1.00,4.00,4.00,198.00,2.00,999.00,0.00,1.00,2.00
38.00,10,1.00,2.00,2.00,1.00,1.00,1.00,8.00,2.00,76.00,1.00,999.00,0.00,1.00,2.00
53.00,2,1.00,2.00,3.00,1.00,2.00,1.00,8.00,1.00,358.00,3.00,999.00,0.00,1.00,2.00
47.00,7,1.00,2.00,2.00,2.00,2.00,1.00,8.00,2.00,42.00,4.00,999.00,0.00,1.00,2.00
33.00,1,1.00,1.00,2.00,2.00,2.00,1.00,5.00,5.00,428.00,1.00,999.00,0.00,1.00,2.00
52.00,2,3.00,2.00,3.00,1.00,2.00,1.00,7.00,2.00,104.00,2.00,999.00,0.00,1.00,2.00
29.00,9,2.00,5.00,2.00,2.00,2.00,1.00,11.00,4.00,227.00,3.00,3.00,2.00,3.00,1.00
33.00,1,1.00,1.00,2.00,1.00,2.00,1.00,7.00,2.00,132.00,1.00,999.00,0.00,1.00,2.00
36.00,2,1.00,4.00,2.00,1.00,2.00,1.00,5.00,2.00,300.00,5.00,999.00,0.00,1.00,2.00
42.00,2,1.00,2.00,2.00,1.00,2.00,1.00,8.00,2.00,130.00,2.00,999.00,0.00,1.00,2.00
37.00,7,2.00,2.00,3.00,1.00,2.00,2.00,5.00,3.00,140.00,1.00,999.00,0.00,1.00,2.00
39.00,10,1.00,5.00,2.00,1.00,1.00,1.00,8.00,3.00,86.00,1.00,999.00,0.00,1.00,2.00
83.00,6,1.00,6.00,2.00,1.00,2.00,1.00,9.00,5.00,369.00,1.00,999.00,0.00,1.00,2.00
24.00,10,2.00,5.00,2.00,2.00,2.00,1.00,7.00,3.00,98.00,2.00,999.00,0.00,1.00,2.00
32.00,8,2.00,2.00,2.00,1.00,2.00,1.00,9.00,4.00,404.00,1.00,6.00,3.00,3.00,1.00
40.00,5,2.00,2.00,2.00,2.00,2.00,1.00,7.00,4.00,309.00,2.00,999.00,0.00,1.00,2.00
50.00,2,1.00,2.00,2.00,2.00,2.00,1.00,11.00,5.00,206.00,1.00,999.00,0.00,1.00,2.00
34.00,1,1.00,5.00,2.00,1.00,1.00,1.00,5.00,5.00,68.00,3.00,999.00,0.00,1.00,2.00
57.00,4,1.00,3.00,2.00,2.00,2.00,1.00,11.00,5.00,44.00,3.00,999.00,0.00,1.00,2.00
46.00,1,1.00,3.00,3.00,1.00,2.00,2.00,5.00,4.00,101.00,4.00,999.00,0.00,1.00,2.00
33.00,2,1.00,2.00,2.00,2.00,2.00,1.00,7.00,4.00,180.00,3.00,999.00,0.00,1.00,2.00
34.00,1,1.00,7.00,3.00,2.00,1.00,2.00,7.00,1.00,164.00,3.00,999.00,0.00,1.00,2.00
56.00,5,1.00,2.00,2.00,1.00,2.00,1.00,7.00,4.00,22.00,1.00,999.00,0.00,1.00,2.00
32.00,10,2.00,4.00,2.00,1.00,1.00,1.00,5.00,1.00,426.00,1.00,999.00,0.00,1.00,2.00
39.00,1,1.00,4.00,2.00,1.00,1.00,1.00,7.00,1.00,173.00,1.00,999.00,0.00,1.00,2.00
32.00,1,1.00,3.00,3.00,1.00,2.00,2.00,6.00,3.00,228.00,8.00,999.00,0.00,1.00,2.00
40.00,9,2.00,4.00,2.00,2.00,2.00,1.00,11.00,5.00,328.00,6.00,999.00,0.00,1.00,2.00
59.00,6,1.00,3.00,3.00,2.00,2.00,2.00,5.00,2.00,188.00,3.00,999.00,0.00,1.00,2.00
45.00,10,1.00,5.00,2.00,2.00,2.00,1.00,10.00,4.00,504.00,1.00,6.00,1.00,3.00,1.00
36.00,2,2.00,6.00,2.00,2.00,2.00,1.00,7.00,2.00,133.00,1.00,999.00,0.00,1.00,2.00
59.00,6,1.00,3.00,2.00,1.00,1.00,2.00,6.00,1.00,322.00,1.00,999.00,0.00,1.00,2.00
25.00,8,2.00,6.00,2.00,1.00,2.00,1.00,6.00,2.00,318.00,1.00,999.00,0.00,1.00,1.00
42.00,8,1.00,4.00,2.00,2.00,2.00,2.00,6.00,1.00,276.00,2.00,999.00,0.00,1.00,2.00
49.00,7,2.00,5.00,3.00,1.00,2.00,2.00,11.00,2.00,66.00,4.00,999.00,0.00,1.00,2.00
53.00,3,3.00,6.00,2.00,1.00,2.00,2.00,6.00,4.00,154.00,3.00,999.00,0.00,1.00,2.00
34.00,1,1.00,5.00,2.00,1.00,2.00,1.00,11.00,2.00,135.00,3.00,999.00,0.00,1.00,2.00
78.00,6,3.00,6.00,2.00,2.00,2.00,1.00,6.00,4.00,544.00,1.00,999.00,0.00,1.00,1.00
49.00,10,3.00,4.00,2.00,1.00,2.00,1.00,8.00,4.00,67.00,3.00,999.00,0.00,1.00,2.00
52.00,3,3.00,3.00,2.00,2.00,2.00,2.00,6.00,2.00,69.00,4.00,999.00,0.00,1.00,2.00
31.00,10,2.00,2.00,2.00,1.00,2.00,2.00,5.00,5.00,57.00,2.00,999.00,0.00,1.00,2.00
39.00,2,1.00,2.00,2.00,2.00,2.00,1.00,4.00,3.00,382.00,2.00,999.00,0.00,1.00,2.00
31.00,10,2.00,2.00,2.00,2.00,2.00,2.00,7.00,1.00,211.00,3.00,999.00,0.00,1.00,2.00
33.00,1,1.00,1.00,2.00,2.00,1.00,2.00,5.00,2.00,159.00,2.00,999.00,0.00,1.00,2.00
42.00,6,1.00,1.00,3.00,2.00,2.00,2.00,6.00,1.00,67.00,2.00,999.00,0.00,1.00,2.00
30.00,8,1.00,6.00,2.00,1.00,2.00,2.00,6.00,3.00,597.00,10.00,999.00,0.00,1.00,2.00
41.00,1,3.00,1.00,2.00,2.00,2.00,1.00,8.00,2.00,102.00,1.00,999.00,0.00,1.00,2.00
47.00,2,1.00,4.00,2.00,1.00,2.00,1.00,10.00,5.00,437.00,1.00,999.00,1.00,2.00,1.00
52.00,1,1.00,7.00,2.00,1.00,2.00,1.00,8.00,5.00,100.00,1.00,999.00,0.00,1.00,2.00
51.00,1,1.00,3.00,3.00,2.00,2.00,2.00,5.00,1.00,172.00,2.00,999.00,0.00,1.00,2.00
33.00,7,1.00,2.00,2.00,2.00,2.00,1.00,7.00,1.00,299.00,3.00,999.00,0.00,1.00,2.00
32.00,10,2.00,2.00,2.00,1.00,1.00,1.00,8.00,3.00,93.00,2.00,999.00,0.00,1.00,2.00
43.00,8,1.00,7.00,3.00,1.00,1.00,1.00,7.00,1.00,405.00,3.00,999.00,0.00,1.00,2.00
36.00,1,1.00,1.00,2.00,1.00,2.00,2.00,5.00,2.00,399.00,2.00,999.00,0.00,1.00,2.00
45.00,2,3.00,2.00,2.00,2.00,2.00,2.00,5.00,3.00,681.00,3.00,999.00,0.00,1.00,1.00
